SA-base-y,SA-base-z,SA-base-x,SA-low-y,SA-low-z,SA-low-x,SA-middle-y,SA-middle-z,SA-middle-x,SA-up-y,SA-up-z,SA-up-x
-0.07604824251724138,0.15800625075862068,0.39011231420689646,-0.035736726517241385,0.36452689575862074,0.39433881520689645,-0.03915552251724138,0.5729511817586207,0.38911213120689647,-0.04584709751724138,0.7808634747586208,0.37789936220689646
-0.07606749151724138,0.1579835767586207,0.39012516220689647,-0.04735815551724139,0.36357825675862065,0.4027711272068965,-0.07152115751724138,0.5699295147586207,0.4218768712068965,-0.10755359851724139,0.7735526837586206,0.4478249912068965
-0.07610398251724138,0.1579712627586207,0.39005973220689644,-0.047200215517241385,0.36365870175862075,0.40224259420689645,-0.07103814851724138,0.5701119487586208,0.4208325592068965,-0.10689983551724139,0.7739099827586207,0.44569492520689646
-0.07602944351724139,0.1579895877586207,0.3901387422068965,-0.05355230151724139,0.3613297827586207,0.41657779920689647,-0.08340748751724138,0.5602431737586208,0.4729348542068964,-0.12643691451724137,0.7475160007586208,0.5532860512068964
-0.07601875451724138,0.1580003917586207,0.39020713220689646,-0.06601152151724138,0.35861017875862067,0.41817991020689654,-0.12194286551724139,0.5475801487586207,0.4876908972068965,-0.19783297151724138,0.7109262187586207,0.5911801552068964
-0.07600796651724138,0.15798514775862071,0.3899490752068965,-0.0637899645172414,0.3606370647586207,0.40652710920689644,-0.12045583451724139,0.5563179417586207,0.4523235262068965,-0.20306047951724138,0.7328053687586207,0.5243549592068965
-0.07601785451724138,0.1579732767586207,0.3899783722068965,-0.06118867651724139,0.35825641875862074,0.42705002820689647,-0.10293377051724138,0.5434235327586207,0.5139904572068965,-0.1616963745172414,0.6997015477586207,0.6374872832068965
-0.07595649851724139,0.1580380957586207,0.3900917452068965,-0.045549440517241385,0.36223862675862073,0.4189428502068965,-0.05193413651724139,0.5614284157586208,0.4806923012068965,-0.06217857551724138,0.7495005597586207,0.5697046302068965
-0.07592272351724139,0.1580504097586207,0.39009421720689647,-0.057693841517241384,0.36109848975862063,0.41266318720689643,-0.09496816451724138,0.5596372167586208,0.4653918862068965,-0.1471038145172414,0.7449505717586208,0.5441415802068964
-0.07599581351724138,0.1580285287586207,0.3900366912068965,-0.05204397751724139,0.3632218427586207,0.3961549472068965,-0.08892107551724138,0.5683426617586207,0.40861680020689645,-0.15483411551724138,0.7641065167586207,0.4297136022068965
-0.07592804151724138,0.1580613507586207,0.39003119820689647,-0.043579309517241385,0.36387223275862074,0.39036600720689646,-0.06818264951724139,0.5707787577586207,0.3831803072068965,-0.12607470051724137,0.7701177467586207,0.3793870642068965
-0.07601587051724139,0.15800582375862068,0.38997654120689645,-0.05273542151724138,0.3622009067586207,0.3821180512068965,-0.10236668551724137,0.5628513897586207,0.3572822362068965,-0.18389765351724138,0.7538440037586207,0.34244321620689644
-0.07595142551724139,0.15804014075862072,0.3900052892068965,-0.049530229517241384,0.3629225567586207,0.3857875152068965,-0.09315214651724138,0.5657349957586207,0.3677569672068965,-0.1652153715172414,0.7612977397586208,0.36398597120689646
-0.07596691251724139,0.1580002387586207,0.3900477692068965,-0.06974785751724139,0.3592218727586208,0.3951169832068965,-0.1511944515172414,0.5504168797586207,0.41322519920689643,-0.2498440035172414,0.7261645607586207,0.4669196572068965
-0.07590254351724138,0.1580112857586207,0.39009549920689646,-0.06754935651724138,0.35936591575862065,0.3864022002068965,-0.1486194705172414,0.5515271707586208,0.38605970220689645,-0.2514139495172414,0.7294970197586207,0.4215267732068965
-0.07600397651724139,0.1580000557586207,0.3900037022068965,-0.05865103351724139,0.35963645375862074,0.36934287420689643,-0.1319376615172414,0.5479978127586207,0.32132648620689647,-0.23725391551724137,0.7257686257586207,0.29375821920689643
-0.07606836051724139,0.1579666087586207,0.38996433420689647,-0.05494801451724139,0.3619691567586207,0.3825361122068965,-0.11514644751724137,0.5598921607586208,0.3607627352068965,-0.1942987155172414,0.7529560647586208,0.3633418062068965
-0.07599486651724138,0.1580019627586207,0.38999967420689646,-0.04833554951724138,0.36344211775862073,0.38901294920689644,-0.08822546551724139,0.5678131207586207,0.3801250092068965,-0.14695597251724138,0.7678148297586207,0.38858359720689645
-0.07586891351724138,0.1578437747586207,0.3900399572068965,-0.05416716151724138,0.3617857157586207,0.41293912720689646,-0.09075234351724139,0.5617300517586207,0.4606481112068964,-0.13674892551724138,0.7532063087586207,0.5293446442068964
-0.07586084951724138,0.15787679575862068,0.3900825902068965,-0.04306831551724138,0.36344089775862076,0.41107071920689653,-0.06426305551724139,0.5661775617586208,0.45550101620689654,-0.10535169351724138,0.7598687847586206,0.5207644442068965
-0.07580027151724139,0.1579126987586207,0.39011966920689645,-0.026142053517241387,0.3640461527586207,0.41089994220689646,-0.008659116517241383,0.5681563817586207,0.45201828920689646,-0.009051673517241383,0.7664383647586208,0.5158137612068965
-0.07584737551724138,0.1578855847586207,0.39004343620689647,-0.033746568517241386,0.36431885775862066,0.4061941012068965,-0.014602367517241383,0.5692580057586207,0.4414241122068965,-0.001179616517241385,0.7681313577586207,0.5016528722068965
-0.07596505151724138,0.1578791447586207,0.3899210302068965,-0.03348334251724138,0.3637019147586207,0.4123315222068965,-0.008524823517241384,0.5661566867586207,0.45760703420689647,0.012405184482758617,0.7623233737586207,0.5237612092068964
-0.07617317351724139,0.1579537757586207,0.3899461152068965,-0.031905763517241385,0.3617306317586207,0.42609653620689647,-0.001965327517241384,0.5552128397586207,0.49855948820689644,0.03425767548275861,0.7367913917586207,0.5944574372068965
-0.07618943151724139,0.1579564307586207,0.3898364662068965,-0.02843617751724138,0.36286118575862064,0.42112858020689653,4.435048275861675e-05,0.5561959327586208,0.49481412720689644,0.03025242248275862,0.7254798077586208,0.6124865512068963
-0.07609230951724139,0.1582029217586207,0.3898343902068965,-0.004440467517241384,0.3623740337586207,0.4123952422068965,0.05968746448275861,0.5537923687586207,0.4656871742068965,0.10836031948275861,0.7317772927586208,0.5619502352068965
-0.07607371651724137,0.1581466927586207,0.38977820820689646,-0.014993375517241383,0.3629741007586207,0.4140010162068965,0.03314480448275862,0.5593069557586207,0.4679788002068964,0.07206188848275862,0.7390234477586207,0.5655265292068964
-0.07602522451724138,0.1581344707586207,0.3897823272068965,-0.022005097517241383,0.36416102075862067,0.40351224720689643,0.0049702114827586165,0.5689436137586207,0.4366330352068965,0.02180620848275862,0.7651603497586208,0.5052971592068964
-0.07610291451724138,0.15809371375862072,0.3896986182068965,-0.025947717517241387,0.36449253275862065,0.39159305720689647,-0.004680894517241384,0.5720041607586207,0.4058493442068965,0.009843291482758617,0.7738635967586207,0.4558398842068964
